Paris,48.866667,2.333333
Marseille,43.3,5.4
Lyon,45.75,4.85
Toulouse,43.6,1.433333
Nice,43.7,7.25
Nantes,47.216667,-1.55
Strasbourg,48.583333,7.75
Montpellier,43.6,3.883333
Bordeaux,44.833333,-0.566667
Lille,50.633333,3.066667
Grenoble,45.16667,5.71667
Tours,47.383333,0.683333
Limoges,45.833619,1.261105
Clermont-Ferrand,45.7833,3.0833
